,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,License_number,Brand,Type_of_Veihcle,Veihcle_Model,Production_Year,Engine_Size,Country,LastTestDT,TokefDT,Importer,RoadDT,Engine Type
1882,2062,2062,2062,9364971,8.0,1,FG43_X6,2010,,1,2021,2022,0,2010,1
1883,2063,2063,2063,91297701,6.0,1,190 378,2018,,3,2021,2022,0,2018,1
1884,2064,2064,2064,9519274,12.0,1,קאיין A2A,2012,,3,2020,2021,0,2012,1
1885,2065,2065,2065,9408775,2.0,1,לרדו שירוקי JFAG,2012,,1,2021,2022,0,2012,1
1886,2066,2066,2066,9625371,8.0,1,ZV4C,2010,,1,2021,2021,0,2010,1
1890,2072,2072,2072,92614601,5.0,6,SC61,2020,,2,2021,2022,0,2020,1
1891,2073,2073,2073,9044368,4.0,4,סולר MCV31L-GKAGKA,2008,,1,2021,2022,0,2008,1
1892,2075,2075,2075,9040171,4.0,1,לקסוסGGL15L-CWTGKA,2010,,4,2021,2022,0,2010,1
1893,2076,2076,2076,9718561,4.0,1,SJ15L-GKASKA קרוזר,2008,,2,2021,2022,0,2008,1
1894,2079,2079,2079,9492676,6.0,1,E220 CDI____212002,2014,,3,2021,2022,0,2014,4
1895,2080,2080,2080,9620976,6.0,1,E-400 207.361,2014,,3,2021,2022,0,2014,1
1896,2081,2081,2081,90211701,6.0,1,S550E PLUG IN HYBR,2017,,1,2021,2022,0,2017,2
1897,2082,2082,2082,9096570,6.0,1,E350E PLUG 213656,2017,,3,2021,2022,0,2017,2
1898,2083,2083,2083,9487374,8.0,1,FV91,2012,,3,2021,2022,0,2012,1
1899,2084,2084,2084,9633271,6.0,1,164.186-ML350,2010,,1,2021,2022,0,2010,1
1901,2086,2086,2086,9470869,7.0,1,R48K_שירוקי גרנד,2009,,1,2021,2022,0,2009,1
1903,2088,2088,2088,9927868,1.0,1,6K10706 - אסקלייד,2008,,1,2021,2022,0,2008,1
1906,2091,2091,2091,9026469,4.0,1,סקויהUSK65L-GKTLKA,2009,,1,2021,2022,0,2009,3
1907,2092,2092,2092,9735261,1.0,1,6K10706 אסקלאיד,2007,,1,2021,2022,0,2007,1
1908,2093,2093,2093,9680769,4.0,1,סיקויVCK65L-GKASKA,2010,,1,2021,2022,0,2010,1
1909,2094,2094,2094,9796668,13.0,1,CU12216,2008,,1,2021,2022,0,2008,1
1910,2095,2095,2095,9122971,6.0,1,184.165-R350 מרצדס,2009,,1,2021,2022,0,2009,1
1912,2097,2097,2097,9775968,4.0,1,K65L-GKTZKA-SEQUIA,2008,,1,2021,2022,0,2008,1
1913,2098,2098,2098,9577569,3.0,1,U74,2009,,1,2021,2022,0,2009,1
1914,2099,2099,2099,9247669,1.0,1,K10706 - איסקלייד,2009,,1,2020,2021,0,2009,3
1915,2100,2100,2100,9468068,3.0,1,U74-אקספלורר,2008,,1,2021,2022,0,2008,1
1916,2101,2101,2101,9290969,7.0,1,G48K - קומנדר,2009,,1,2021,2022,0,2009,1
1917,2102,2102,2102,9023368,6.0,1,164.871 GL450,2008,,1,2021,2022,0,2008,3
1918,2103,2103,2103,9360371,6.0,1,164.87B - GL450,2010,,1,2021,2022,0,2010,1
1919,2105,2105,2105,9899968,7.0,1,R48K_שירוקי גרנד,2008,,1,2021,2022,0,2008,1
1920,2106,2106,2106,9115671,7.0,1,R48K_שירוקי גרנד,2009,,1,2021,2022,0,2009,1
1921,2107,2107,2107,9425868,7.0,1,לימיט שירוקי גראנד,2008,,1,2021,2022,0,2008,1
1922,2108,2108,2108,9889069,1.0,1,10706אסקלדה קאדילק,2009,,1,2021,2022,0,2009,1
1923,2109,2109,2109,9675568,13.0,1,1CG-26F,2008,,9,2021,2022,0,2008,1
1924,2110,2110,2110,9276268,5.0,1,YF18_פילוט הונדה,2006,,4,2021,2022,0,2006,1
1925,2111,2111,2111,9825971,6.0,1,BB86E_ML350 מרצדס,2009,,1,2021,2022,0,2009,1
1926,2112,2112,2112,9456671,5.0,1,RL38_אודיסיי,2007,,1,2021,2022,0,2007,1
1927,2113,2113,2113,9309769,4.0,1,סיינהGSL20L-PRAEKA,2009,,1,2020,2021,0,2009,3
1928,2114,2114,2114,9124368,7.0,1,S48K,2007,,1,2021,2022,0,2007,1
1931,2119,2119,2119,9370571,8.0,1,FG2C - X6 וו.מ.ב,2010,,1,2021,2022,0,2010,1
1932,2121,2121,2121,9087968,7.0,1,N58K ליברטי פ'ג,2008,,1,2021,2022,0,2008,3
1933,2122,2122,2122,9273068,7.0,1,R58N-שירוקי גרנד,2008,,1,2021,2022,1,2008,3
1934,2123,2123,2123,9244868,7.0,1,N28K-ספורט ליברטי,2008,,1,2021,2022,0,2008,3
1935,2124,2124,2124,9507668,7.0,1,R58Nשירוקי גראנד,2008,,1,2021,2022,0,2008,3
1936,2125,2125,2125,9824861,7.0,1,L58K- ליברטי,2007,,1,2021,2022,0,2007,3
1937,2126,2126,2126,9354669,7.0,1,R58M שירוקי גראנד,2009,,1,2021,2022,0,2009,4
1938,2127,2127,2127,9155569,6.0,1,ML320,2008,,1,2021,2022,0,2008,4
1939,2128,2128,2128,9853369,14.0,1,U28K ניטרו 'דודג,2009,,1,2021,2022,0,2009,1
1940,2129,2129,2129,9237471,7.0,1,A241 - X ראנגלר,2009,,1,2021,2022,0,2009,1
1941,2131,2131,2131,9804374,4.0,8,סיינהGSL35L-PFTQKA,2012,,1,2021,2022,0,2012,3
1942,2132,2132,2132,9878374,4.0,1,הלנדרGSU45L-ARAGKA,2013,,1,2021,2022,0,2013,1
1943,2133,2133,2133,92326801,13.0,1,YH2D78,2020,,1,2021,2022,0,2020,1
1944,2134,2134,2134,92132301,13.0,1,CORVETTE YB2D7,2019,,1,2021,2022,0,2019,1
1945,2136,2136,2136,90730801,6.0,1,MEWRCEDES 213050,2018,,3,2021,2022,0,2018,2
1947,2138,2138,2138,9334355,8.0,1,325I BB23,1988,,3,2021,2022,0,1988,1
1948,2139,2139,2139,9165273,4.0,1,GSL20L-PRAEKA,2011,,2,2020,2021,0,2011,1
1949,2140,2140,2140,91505701,6.0,1,E300E 213.053,2019,,3,2021,2022,0,2019,2
1950,2141,2141,2141,91651301,6.0,1,MERCEDES,2019,,3,2020,2023,0,2019,1
1951,2142,2142,2142,92602701,8.0,1,TS1C,2021,,1,2021,2022,0,2021,2
1952,2143,2143,2143,90737801,2.0,1,TWDG,2018,,1,2021,2022,0,2018,1
1953,2144,2144,2144,91963901,8.0,1,BMW M850I,2019,,3,2020,2022,0,2019,1
1954,2145,2145,2145,4334221,4.0,1,TOYOTA 4 RUNNER,2018,,2,2021,2021,0,2018,1
1955,2147,2147,2147,4334521,4.0,1,TTOYOTA HIGHLANDER,2013,,1,2021,2021,1,2013,1
1956,2148,2148,2148,2012322,8.0,1,BMV X3 TY 150,2021,,3,2021,2022,1,2021,1
1957,2150,2150,2150,9415955,2.0,1,WC75,1986,,1,2021,2023,0,1986,1
1958,2151,2151,2151,92429001,2.0,1,GJXAG,2020,,1,2021,2022,0,2020,1
1959,2153,2153,2153,90643801,6.0,1,GLC 253954,2018,,3,2021,2022,0,2018,2
1960,2155,2155,2155,92112301,4.0,1,AXUH78L-ARXGHA,2020,,1,2021,2022,0,2020,2
1961,2156,2156,2156,92600301,8.0,1,JUOC,2021,,1,2021,2022,0,2021,1
1963,2158,2158,2158,92424601,7.0,1,JEEP,2021,,1,2021,2021,0,2021,1
1964,2159,2159,2159,92284001,8.0,1,530E,2019,,3,2021,2022,0,2019,2
1965,2160,2160,2160,92004601,12.0,1,CAYENNE AYA,2020,,13,2020,2023,0,2020,1
1967,2162,2162,2162,91434401,6.0,1,GLE 550E DA6DB7,2019,,1,2019,2022,0,2019,2
1968,2163,2163,2163,90751401,8.0,1,BMW X5 KTOC,2017,,1,2021,2022,0,2017,2
1969,2164,2164,2164,90803001,6.0,1,GLC 350E 253.354,2018,,3,2021,2022,0,2018,2
1970,2165,2165,2165,92458101,2.0,1,RUBICON,2020,,1,2021,2022,0,2020,4
1971,2166,2166,2166,91073301,2.0,1,GRAND CHEROKEE,2019,,1,2019,2022,0,2019,1
1972,2167,2167,2167,90764401,9.0,1,RANGE ROVER YA2BX,2018,,5,2019,2021,1,2018,1
1973,2168,2168,2168,92583901,6.0,1,MERCEDES C300,2020,,3,2021,2022,0,2020,1
1974,2169,2169,2169,91078701,8.0,1,BMW X5 KTOC,2019,,1,2021,2022,0,2019,2
1975,2170,2170,2170,9339855,2.0,1,JEEP,1989,,1,2021,2023,0,1989,1
1976,2171,2171,2171,9725222,7.0,1,JWF5,2012,,1,2021,2021,0,2012,4
1977,2173,2173,2173,9397455,1.0,1,DW54Y,1990,,1,2021,2021,0,1990,1
1978,2174,2174,2174,92612601,4.0,1,AXLH4OL-PPXEHA,2021,,1,2021,2021,0,2021,2
1979,2175,2175,2175,92592601,6.0,1,205.053,2021,,3,2021,2022,0,2021,2
1980,2177,2177,2177,9414455,7.0,1,4110,1961,,1,2021,2022,0,1961,1
1981,2178,2178,2178,92605801,4.0,1,DBOC,2020,,3,2021,2022,0,2020,1
1982,2179,2179,2179,9370455,13.0,1,7LAL52,1980,,1,2021,2022,0,1980,1
1983,2180,2180,2180,5853421,11.0,1,102D,2018,,19,2021,2021,0,2018,1
1984,2181,2181,2181,90646301,3.0,1,FORD MUSTANG P8F,2017,,1,2020,2021,0,2017,1
1985,2183,2183,2183,91362801,8.0,1,740LE 7J21,2018,,3,2021,2022,0,2018,2
1986,2184,2184,2184,91409201,8.0,1,7D01,2019,,3,2021,2022,0,2019,2
1987,2185,2185,2185,91037401,6.0,1,C63 AMG 205486,2017,,3,2021,2022,0,2017,1
1988,2186,2186,2186,91157501,8.0,1,BMW 530E JH91,2018,,3,2021,2022,0,2018,2
1989,2187,2187,2187,92058901,3.0,1,MUSTANG P8T,2020,,1,2020,2022,0,2020,1
1990,2188,2188,2188,92245001,3.0,1,P8T,2019,,1,2021,2022,0,2019,1
1991,2189,2189,2189,92106801,8.0,1,B.M.W 530E JA91,2019,,3,2020,2022,0,2019,2
1992,2190,2190,2190,91995501,3.0,1,FORD MUSTANG P8T,2019,,1,2020,2022,0,2019,1
1993,2191,2191,2191,92034601,8.0,1,B.M.W 530E,2020,,3,2020,2022,0,2020,2
1994,2192,2192,2192,91050501,6.0,1,E 500 E 222.163,2017,,3,2021,2022,0,2017,2
1995,2193,2193,2193,9416355,1.0,1,CD11,1989,,1,2021,2023,0,1989,1
1996,2194,2194,2194,9386355,13.0,1,1946,1971,,1,2021,2022,0,1971,1
1997,2195,2195,2195,9345855,6.0,1,SEC 500 126.044,1984,,3,2021,2022,0,1984,1
1998,2196,2196,2196,9403755,13.0,1,1Z37,1975,,1,2021,2023,0,1975,1
1999,2197,2197,2197,9327755,12.0,1,928,1989,,3,2021,2022,0,1989,1
2000,2198,2198,2198,9369455,6.0,1,FA66E5,1990,,3,2021,2023,0,1990,1
2001,2199,2199,2199,9291755,13.0,1,7265,1977,,1,2021,2022,0,1977,1
2002,2200,2200,2200,4334321,5.0,1,HONDA ACCORD,2009,,1,2021,2021,0,2009,1
2003,2201,2201,2201,92025901,6.0,1,S550,2017,,3,2021,2022,0,2017,2
2004,2202,2202,2202,92091101,4.0,1,TOYOTA SIENNA,2019,,1,2020,2023,0,2019,1
2005,2204,2204,2204,9357755,16.0,1,AR11,1977,,7,2020,2023,0,1977,1
2006,2205,2205,2205,92456301,4.0,1,NHRI30L-CHXGBW,2016,,20,2021,2022,1,2016,2
2007,2206,2206,2206,91907001,5.0,1,HONDA CIVIC FK7H,2018,,5,2020,2022,0,2018,1
2008,2207,2207,2207,9581273,4.0,1,סיאנהGSL3OL-PRTEKA,2012,,1,2021,2022,0,2012,3
2009,2208,2208,2208,9457274,4.0,1,GSL30L-PRTQKA,2013,,1,2021,2022,0,2013,1
2010,2209,2209,2209,90376901,12.0,1,PANAMERA 4E 971,2018,,3,2020,2022,0,2018,2
2011,2210,2210,2210,9172774,4.0,1,GZL3OL-PRTEKA,2011,,1,2020,2021,0,2011,1
2012,2211,2211,2211,9031070,4.0,1,GSL 30L - PRTQKA,2016,,1,2021,2022,0,2016,1
2013,2212,2212,2212,90094901,8.0,1,KTOC X5,2016,,1,2021,2021,0,2016,2
2014,2213,2213,2213,9127874,8.0,1,6B21,2013,,3,2021,2022,0,2013,1
2015,2214,2214,2214,9188875,6.0,1,ML350 DA5JB,2013,,1,2021,2022,0,2013,1
2016,2215,2215,2215,9675978,2.0,1,JWFG,2016,,1,2021,2022,0,2016,1
2017,2216,2216,2216,9781674,4.0,1,סיינהGSL30L-PRTQKA,2013,,1,2020,2021,1,2013,1
2018,2217,2217,2217,9877971,4.0,1,XLE סיאנה טויוטה,2010,,1,2020,2021,0,2010,1
2019,2218,2218,2218,9651674,4.0,1,GSL30L-PFTQKA,2013,,1,2021,2022,0,2013,1
2020,2219,2219,2219,9111275,4.0,1,סיינהGSL30L-PRTQKA,2013,,1,2020,2021,0,2013,1
2021,2220,2220,2220,9703674,4.0,1,סיינהGSL30L-PRTQKA,2012,,1,2021,2022,0,2012,1
2022,2221,2221,2221,9668174,4.0,1,סיינהGSL30L-PRTEKA,2013,,1,2021,2022,0,2013,3
2023,2222,2222,2222,9619573,4.0,1,CSL30LPRTQKA,2012,,1,2021,2022,0,2012,3
2024,2223,2223,2223,9921776,4.0,1,GSL30L-PRTQKA,2013,,1,2021,2022,0,2013,1
2025,2224,2224,2224,9972675,4.0,1,סיינהGSL30L-PRTQKA,2014,,1,2021,2022,0,2014,3
2026,2225,2225,2225,9855376,6.0,1,C 63 AMG 204.077,2014,,3,2021,2022,0,2014,1
2027,2226,2226,2226,90028301,8.0,1,I8____________2Z21,2016,,3,2021,2021,0,2016,2
2028,2227,2227,2227,9557273,6.0,1,BLUETEC S350221126,2011,,1,2021,2022,0,2011,4
2029,2228,2228,2228,9984379,6.0,1,213.05,2017,,3,2021,2022,1,2017,2
2030,2229,2229,2229,9049378,6.0,1,S500 222.163,2015,,3,2021,2022,0,2015,2
2031,2230,2230,2230,9730678,3.0,1,EXPLORER XLT K7D,2014,,1,2021,2021,0,2014,1
2032,2231,2231,2231,9189679,6.0,1,GLC220D 253.905,2015,,3,2021,2022,0,2015,4
2033,2232,2232,2232,9759676,2.0,1,לימיטד שירוקי JMDS,2015,,1,2021,2022,0,2015,1
2034,2234,2234,2234,9690272,4.0,1,לקסוסGGL10L-CWTGKA,2011,,4,2021,2022,0,2011,1
2035,2235,2235,2235,9453179,8.0,1,I8 2Z21,2015,,3,2021,2021,0,2015,2
2036,2236,2236,2236,9514479,14.0,1,DZFJ,2016,,4,2020,2021,1,2016,1
2037,2237,2237,2237,9918073,13.0,1,קאמרו FC3D3,2011,,4,2021,2022,0,2011,1
2040,2240,2240,2240,9312172,8.0,1,D35 X5,2011,,1,2021,2022,0,2011,4
2041,2241,2241,2241,9632679,8.0,1,I8 2Z21,2016,,3,2021,2021,0,2016,2
2042,2242,2242,2242,9670776,6.0,1,S 350 BLUETE222132,2014,,3,2021,2022,0,2014,4
2043,2243,2243,2243,9936076,10.0,1,GYL15L-AWXGKW,2014,,2,2020,2021,0,2014,1
2044,2244,2244,2244,90132601,6.0,1,207.401,2016,,3,2021,2022,0,2016,4
2045,2245,2245,2245,9930479,2.0,1,SUMMIT JFTT,2016,,1,2021,2022,0,2016,1
2046,2246,2246,2246,91118601,12.0,1,CAYENNE 9YA,2018,,3,2021,2021,1,2018,1
2047,2247,2247,2247,90498601,6.0,1,MERCEDES 222.986,2018,,3,2021,2022,0,2018,1
2048,2248,2248,2248,90568701,8.0,1,530E JA9C,2018,,3,2021,2022,0,2018,2
2049,2249,2249,2249,90316901,8.0,1,X5 XDRIVE KT01,2017,,1,2021,2022,0,2017,2
2050,2250,2250,2250,9041570,6.0,1,C63S 205.087,2016,,3,2021,2022,0,2016,1
2051,2251,2251,2251,90308601,8.0,1,X5 40E XDRIVE_KTOC,2017,,1,2021,2022,0,2017,2
2052,2252,2252,2252,9566873,4.0,1,GSL30L-PFTQVA,2012,,1,2021,2022,0,2012,1
2053,2253,2253,2253,9623171,4.0,1,GSL30L-PRTEKA,2010,,1,2020,2021,1,2010,3
2054,2254,2254,2254,9192474,4.0,1,GSL30OL-PRTEKA,2011,,1,2021,2022,0,2011,1
2055,2255,2255,2255,9217272,4.0,1,GSL30L-PRTEKA,2011,,1,2021,2022,1,2011,1
2056,2256,2256,2256,9463173,4.0,1,סיינהGSL30L-PRTEKA,2011,,1,2020,2021,0,2011,1
2057,2257,2257,2257,9606874,4.0,1,סיינהGSL30L-PRTEKA,2012,,1,2021,2022,0,2012,1
2058,2258,2258,2258,9628173,4.0,1,לקסוס_GX 460,2011,,2,2021,2022,0,2011,3
2059,2259,2259,2259,9240775,6.0,1,DF7CE,2014,,1,2021,2022,0,2014,1
2060,2260,2260,2260,9941971,6.0,1,164.871,2009,,1,2020,2021,0,2009,1
2061,2261,2261,2261,9963872,7.0,1,RGGG,2012,,1,2021,2022,1,2012,3
2062,2262,2262,2262,9087172,4.0,1,GSL20L-PFAEKA,2008,,1,2020,2021,0,2008,1
2063,2263,2263,2263,9319869,3.0,1,HT80,2009,,1,2021,2022,0,2009,1
2064,2264,2264,2264,9848171,8.0,1,FR71,2010,,3,2021,2022,0,2010,1
2065,2265,2265,2265,9249278,4.0,1,סיינהGSL30L-PRTEKA,2015,,1,2021,2022,0,2015,3
2066,2266,2266,2266,9808874,4.0,1,סיינהGSL30L-PRTEKA,2012,,1,2021,2022,0,2012,1
2067,2267,2267,2267,9378479,3.0,1,P8T,2015,,1,2021,2021,0,2015,1
2068,2268,2268,2268,9311975,6.0,1,S350 221.157,2013,,3,2021,2022,0,2013,1
2069,2269,2269,2269,90369101,8.0,1,BMW KTOC,2017,,1,2020,2021,1,2017,2
2070,2270,2270,2270,9062470,6.0,1,213.05,2017,,3,2021,2022,1,2017,2
2071,2272,2272,2272,9430172,8.0,1,FG2C,2011,,1,2021,2022,0,2011,1
2072,2273,2273,2273,9857174,8.0,1,325D DY51,2012,,3,2021,2022,0,2012,4
2073,2274,2274,2274,9383473,13.0,1,LT קאמרו FC3DD,2012,,4,2021,2022,1,2012,1
2074,2275,2275,2275,90566701,3.0,1,MUSTANG P8T,2018,,1,2021,2022,0,2018,1
2075,2276,2276,2276,9649772,4.0,1,סיינהGSL3OL-PRTEKA,2011,,1,2021,2022,0,2011,1
2076,2277,2277,2277,9740071,7.0,1,שירוקי גרנד R48K,2009,,1,2021,2022,0,2009,1
2077,2278,2278,2278,9114973,4.0,1,סיינהGSL30L-PFTQKA,2011,,1,2021,2022,0,2011,3
2078,2279,2279,2279,9079773,4.0,1,סיינהGSL30L PRTEKA,2012,,1,2021,2022,1,2012,3
2079,2280,2280,2280,9824173,4.0,1,סיאנה GSL30L,2012,,1,2021,2022,0,2012,1
2080,2281,2281,2281,9302173,4.0,1,סיינהGSL30L-PRTEKA,2012,,1,2021,2022,0,2012,1
2081,2282,2282,2282,9253273,4.0,1,סיינהGSL30L-PRTEKA,2012,,1,2021,2022,0,2012,1
2082,2283,2283,2283,9343773,4.0,1,סיינהGSL30L-PRTEKA,2011,,1,2021,2022,0,2011,1
2083,2284,2284,2284,9968774,4.0,1,סיינהGSL30L-PRTEWA,2013,,1,2021,2022,0,2013,1
2084,2285,2285,2285,9648173,4.0,1,סיינהGSL30L-PRTEKA,2012,,1,2021,2022,0,2012,1
2085,2286,2286,2286,9170273,4.0,1,סיינהGSL30L-PRTQKA,2011,,1,2021,2021,0,2011,1
2086,2287,2287,2287,9109573,4.0,1,הברידAHV40L-CEXGBA,2012,,1,2020,2022,0,2012,1
2087,2288,2288,2288,9330876,6.0,1,E400_______207 563,2014,,3,2021,2022,0,2014,1
2088,2289,2289,2289,9005470,8.0,1,KTOC,2016,,1,2021,2022,0,2016,2
2090,2291,2291,2291,90063001,6.0,1,166063_GLE 500,2017,,3,2021,2022,0,2017,2
2091,2292,2292,2292,90207601,14.0,1,DURANGO DHDG,2016,,1,2021,2022,0,2016,3
2092,2293,2293,2293,9416979,4.0,1,הנייסGSL30L PRTQKA,2016,,1,2021,2021,0,2016,1
2093,2294,2294,2294,90102501,12.0,1,קאיין 92A,2016,,3,2021,2022,0,2016,2
2094,2295,2295,2295,9243255,14.0,1,GTX________ 90V,1972,,1,2020,2021,0,1972,1
2095,2296,2296,2296,9102673,4.0,1,LE סיינה טויטה,2012,,1,2021,2022,1,2012,1
2096,2297,2297,2297,9028975,4.0,1,GSL30L-PRTQKA,2013,,1,2021,2021,0,2013,1
2097,2298,2298,2298,9147275,4.0,1,סיינהGSL30L-PRTQKA,2014,,1,2021,2022,0,2014,1
2099,2300,2300,2300,9207255,6.0,1,450SL________450SL,1975,,3,2021,2022,0,1975,1
2100,2301,2301,2301,9334879,3.0,1,P8T,2015,,1,2021,2022,0,2015,1
2102,2303,2303,2303,6507526,6.0,9,213 004,2019,,3,2021,2022,0,2019,4
2103,2304,2304,2304,5152826,6.0,9,MERCEDES 213.004,2020,,3,2021,2022,0,2020,4
2104,2305,2305,2305,6998526,6.0,9,E220D 213.004,2020,,3,2021,2022,0,2020,4
2105,2307,2307,2307,9271268,8.0,1,FF83,2008,,1,2021,2022,0,2008,1
2106,2308,2308,2308,9123269,8.0,1,FG43X6-35I,2009,,1,2021,2022,0,2009,1
2107,2309,2309,2309,9516769,8.0,1,FG43_X6,2009,,1,2021,2021,0,2009,1
2108,2310,2310,2310,4305321,13.0,5,CK20906,2012,,1,2021,2022,0,2012,1
2109,2311,2311,2311,4305421,13.0,5,CK20906,2012,,1,2021,2022,0,2012,1
2111,2315,2315,2315,4328721,13.0,1,CHEVROLETMALIBU LT,2019,,1,2021,2022,0,2019,1
2112,2316,2316,2316,4333721,3.0,1,EXPEDITIOIV MAX,2020,,1,2021,2022,0,2020,1
2113,2317,2317,2317,3019022,4.0,1,TOYOTA,2018,,2,2021,2022,0,2018,1
2114,2318,2318,2318,9217268,6.0,1,S350______________,2008,,3,2021,2022,0,2008,1
2115,2319,2319,2319,9177774,8.0,1,X5-35D ZWOC,2011,,1,2021,2022,0,2011,4
2116,2320,2320,2320,9953972,6.0,1,204.007,2010,,3,2021,2022,1,2010,4
2117,2321,2321,2321,9012069,7.0,1,R48K שירוקי גראנד,2009,,1,2021,2022,0,2009,1
2118,2322,2322,2322,9164768,13.0,1,CK15706,2006,,1,2020,2021,0,2006,1
2119,2323,2323,2323,9290155,6.0,5,GE280 W640233,1985,,17,2021,2023,0,1985,1
2120,2324,2324,2324,9847279,6.0,1,205387,2017,,3,2021,2022,0,2017,1
2121,2325,2325,2325,90265701,2.0,1,לימיטד שירוקי .ג,2017,,1,2021,2022,0,2017,1
2125,2330,2330,2330,9041655,13.0,4,670S-קורבט,1971,,1,2021,2022,0,1971,1
2126,2333,2333,2333,9097468,3.0,4,T84-מוסטנג,2008,,1,2021,2022,0,2008,1
2127,2334,2334,2334,9074255,7.0,4,7059-ווינדזור,1948,,1,2020,2022,0,1948,1
2128,2335,2335,2335,9012155,6.0,1,450SL 107044,1978,,3,2020,2021,0,1978,1
2129,2336,2336,2336,9004169,3.0,1,U75 אקספלורר,2008,,1,2021,2022,0,2008,1
2133,2340,2340,2340,9894469,6.0,1,BF7B - GL 450,2010,,1,2021,2022,0,2010,3
2134,2341,2341,2341,9483969,3.0,1,U75 - אקספלורר,2009,,1,2021,2022,0,2009,1
2135,2342,2342,2342,9908061,7.0,1,R48N,2008,,1,2021,2022,0,2008,1
2136,2343,2343,2343,9521871,7.0,1,G6E85_שירוקי פ'גי,2006,,1,2021,2022,0,2006,4
2137,2344,2344,2344,9369671,8.0,1,FG61_X-6,2010,,3,2021,2022,0,2010,4
2138,2345,2345,2345,9750869,6.0,1,164 186_ML 350,2010,,1,2021,2022,1,2010,1
2139,2346,2346,2346,9551868,6.0,1,ML63,2008,,1,2021,2022,0,2008,1
2140,2347,2347,2347,9204269,6.0,1,164186_ML350,2008,,1,2021,2022,0,2008,1
2141,2348,2348,2348,9263171,8.0,1,FG2C_X6,2010,,1,2021,2022,1,2010,1
2142,2349,2349,2349,9937873,4.0,1,סיינהGSL30L-PRTEKA,2012,,1,2021,2022,0,2012,1
2143,2350,2350,2350,9800379,4.0,1,GYL25L-CWXGBA,2016,,4,2021,2022,0,2016,2
2144,2351,2351,2351,9840971,13.0,1,CV14526 LT2 טרוואס,2010,,1,2021,2022,0,2010,1
2146,2353,2353,2353,9138872,1.0,1,KH5EY,2010,,1,2021,2022,0,2010,1
2147,2354,2354,2354,9946571,6.0,1,164.186,2009,,1,2020,2021,0,2009,1
2148,2355,2355,2355,9511972,9.0,1,ספורט רובר LSAA,2010,,5,2020,2021,0,2010,4
2149,2356,2356,2356,9472972,4.0,1,ASV40L-CETNKA,2010,,1,2020,2022,0,2010,1
2150,2357,2357,2357,9999171,6.0,1,216.371,2009,,3,2021,2022,0,2009,1
2151,2358,2358,2358,9239674,6.0,1,DA2EB בלוטק ML350,2011,,1,2021,2022,0,2011,4
2152,2359,2359,2359,9758779,3.0,1,פלטינום_אקספלורר,2016,,1,2021,2023,0,2016,1
2153,2361,2361,2361,9683972,4.0,4,לימיטדGSL25-PFAQKA,2009,,1,2021,2022,0,2009,3
2154,2362,2362,2362,9399072,3.0,1,K3G,2010,,4,2021,2022,0,2010,1
2155,2363,2363,2363,9444872,6.0,1,221.156,2010,,3,2021,2022,0,2010,1
2156,2364,2364,2364,9344776,9.0,1,ספורט רובר WA2K,2014,,5,2021,2021,0,2014,4
2157,2365,2365,2365,90318701,12.0,1,AD2A PANAMERA S,2016,,3,2021,2022,0,2016,2
2158,2366,2366,2366,90314801,6.0,1,E350E,2018,,3,2021,2022,1,2018,2
2159,2367,2367,2367,9213755,8.0,1,E30 BB13,1988,,3,2021,2022,0,1988,1
2160,2368,2368,2368,9542472,8.0,1,ZWOC____X-5,2011,,1,2021,2022,0,2011,4
2161,2369,2369,2369,90040801,6.0,1,172.434,2016,,3,2021,2022,0,2016,1
2162,2370,2370,2370,9913179,3.0,1,ZZZ 9 BOXSTER718,2016,,3,2021,2022,0,2016,1
2163,2371,2371,2371,9561573,6.0,1,350 CLS_218359,2011,,3,2021,2022,0,2011,1
2164,2373,2373,2373,90719501,8.0,1,BMW 7D01,2017,,3,2021,2022,0,2017,2
2165,2374,2374,2374,9581574,4.0,1,AVV50L-CEXNBA,2012,,1,2020,2021,0,2012,1
2166,2375,2375,2375,9923778,6.0,1,E220______________,2015,,3,2021,2022,0,2015,4
2167,2376,2376,2376,9716179,9.0,1,ROVER SPORT WA2K,2017,,5,2021,2022,0,2017,4
2168,2377,2377,2377,9441578,9.0,1,רובר ראנג HSE WA2J,2015,,5,2021,2022,0,2015,4
2169,2378,2378,2378,9305878,4.0,1,AVX4OL-AEXGBA,2014,,1,2021,2022,0,2014,1
2170,2379,2379,2379,9254079,12.0,1,ZZZ97Z,2015,,3,2021,2021,0,2015,2
2171,2380,2380,2380,9409578,6.0,1,222132,2014,,3,2021,2022,0,2014,4
2172,2381,2381,2381,9530373,6.0,1,LJ9B,2012,,3,2021,2022,0,2012,1
2173,2382,2382,2382,9408176,9.0,1,VOGUE ROVER GA2K,2014,,5,2020,2021,0,2014,4
2174,2383,2383,2383,9437074,8.0,1,535I FR7C,2013,,1,2021,2022,0,2013,1
2175,2384,2384,2384,90399601,9.0,1,DISCOVERY RA2B,2017,,5,2021,2022,0,2017,4
2176,2385,2385,2385,90629401,4.0,1,סינה GSL30L-PRZEHA,2018,,1,2021,2022,0,2018,1
2178,2387,2387,2387,9183579,6.0,1,SLK-200 172.448,2015,,3,2021,2022,0,2015,1
2179,2388,2388,2388,9831375,7.0,1,JFBG,2014,,1,2021,2022,0,2014,1
